nombre,lat,lng,az,parroquia
TROLE HERMANO MIGUEL,-0.2177911,-78.5061441, MANUELA SAENZ,CENTRO HISTORICO
COMITE PROMEJORAS CAUPICHO,-0.328135,-78.538178,QUITUMBE,TURUBAMBA
CANCHA LA ECUATORIANA,-0.299696,-78.5628524,QUITUMBE,LA ECUATORIANA
IGLESIA LA COCHA,-0.3194333,-78.5304492,QUITUMBE,QUITUMBE
BELLAVISTA,-0.189249,-78.471054, EUGENIO ESPEJO ,IÑAQUITO
PLAZA EL CONSUELO,-0.21747,-78.498945, MANUELA SAENZ,ITCHIMBIA
OBELISCO DE LA VICENTINA,-0.215149,-78.487226, MANUELA SAENZ,ITCHIMBIA
PARQUE CENTRAL MANGAHUANTAG,-0.1689611,-78.3706957, TUMBACO,PUEMBO
BELLAVISTA,-0.19086,-78.46991, EUGENIO ESPEJO ,IÑAQUITO
CASA BARRIAL SAN JUAN,-0.2127568,-78.510372, MANUELA SAENZ,SAN JUAN
TROLE EL FLORON SUR,-0.1851714296,-78.49077246, EUGENIO ESPEJO ,IÑAQUITO
CENTRO DE SALUD LA VICENTINA,-0.217938,-78.4848716, MANUELA SAENZ,ITCHIMBIA
CENTRO CULTURAL BENJAMIN CARRION,-0.205395,-78.497772,LA MARISCAL,MARISCAL SUCRE
CANCHA LA JOSEFINA,-0.0790491,-78.4729938, LA DELICIA ,CARCELEN
PARQUE JIPIJAPA,-0.066243,-78.427731,CALDERON,CALDERON
TROLE AMARUÑAN,-0.29068,-78.5454917,QUITUMBE,QUITUMBE
ECOVIA AYAPAMBA,-0.2786987,-78.5320886,ELOY ALFARO,SOLANDA
CANCHA LA GARZOTA,-0.26852,-78.562082,ELOY ALFARO,LA MENA
CANCHAS CASPIGASI,0.0105647,-78.4795784, LA DELICIA ,SAN ANTONIO
PARQUE DEL HEROE,-0.218245,-78.45467, TUMBACO,CUMBAYA
CASA BARRIAL SEÑOR DEL ARBOL,-0.009847,-78.441256, LA DELICIA ,SAN ANTONIO
CENTRO DE SALUD LLOA,-0.2477619,-78.5802802,ELOY ALFARO,LLOA
TROLE SOLANDA,-0.2700509,-78.5355334,ELOY ALFARO,SOLANDA
ECOVIA EL CAPULI,-0.2989793,-78.5418225,QUITUMBE,QUITUMBE
COMITE PROMEJORAS AÑORANZA,-0.3308688,-78.5596017,QUITUMBE,GUAMANI
PLAZA EL QUINDE,-0.2028301,-78.4910545,LA MARISCAL,MARISCAL SUCRE
PARQUE JULIO ENDARA,-0.2188314945,-78.4980163574, MANUELA SAENZ,ITCHIMBIA
CANCHA LA ESPERANZA,-0.337255,-78.568245,QUITUMBE,GUAMANI
PARQUE LA ARGELIA,-0.2773249,-78.5216444,ELOY ALFARO,LA ARGELIA
PARQUE SAUCES DEL VALLE,-0.254758,-78.487301, MANUELA SAENZ,PUENGASI
CANCHA LOS ANDES,-0.2796258,-78.5658641,QUITUMBE,CHILLOGALLO
MERCADO LAS CUADRAS,-0.280842,-78.557008,QUITUMBE,CHILLOGALLO
PARQUE Y CENTRO DE CAPACITACION,-0.081377,-78.467954, LA DELICIA ,CARCELEN
CASA COMUNAL,-0.047982,-78.456569, LA DELICIA ,POMASQUI
PARQUE RODRIGO PALLARES,-0.2027163,-78.4391598, TUMBACO,CUMBAYA
ECOVIA BACA ORTIZ,-0.2023136,-78.4867423,LA MARISCAL,MARISCAL SUCRE
LIGA BARRIAL SAN JOSE DE MONJAS,-0.232775,-78.4907452, MANUELA SAENZ,PUENGASI
CASA BARRIAL CHILIBULO,-0.238816,-78.534221,ELOY ALFARO,CHILIBULO
CASA BARRIAL HOSPITAL NRO. 1,-0.30614,-78.53018,QUITUMBE,QUITUMBE
ECOVIA CASA DE LA CULTURA,-0.2089308,-78.4960882, MANUELA SAENZ,ITCHIMBIA
MANUEL MARIA RECALDE Y DOLORES CACUANGO,-0.273013,-78.564308,QUITUMBE,CHILLOGALLO
ECOVIA MARIN CENTRAL 2,-0.2219004,-78.5085814, MANUELA SAENZ,CENTRO HISTORICO
CASA BARRIAL COLMENA,-0.22465,-78.524649, MANUELA SAENZ,LA LIBERTAD
COMITE PROMEJORAS BARRIO EL SOL,-0.354884,-78.53538,QUITUMBE,TURUBAMBA
CANCHA DAULE,-0.23839,-78.512992,ELOY ALFARO,CHIMBACALLE
PARQUE RAMON NAVA,-0.229005,-78.516152, MANUELA SAENZ,CENTRO HISTORICO
PARQUE ALMA LOJANA,-0.233607,-78.482612, MANUELA SAENZ,PUENGASI
PLAZA DE GUAPULO,-0.2005817,-78.4753417, MANUELA SAENZ,ITCHIMBIA
PARQUE JUAN MONTALVO,-0.0916352,-78.4498874,CALDERON,CALDERON
IGLESIA SAN SEBASTIAN,-0.2287272,-78.5128707, MANUELA SAENZ,CENTRO HISTORICO
CASA BARRIAL TANASA,-0.2773764,-78.5258328,ELOY ALFARO,LA ARGELIA
PARQUE LA VICENTINA,-0.2163035,-78.4891649, MANUELA SAENZ,ITCHIMBIA
URBANIZACION CARLOS ANDRADE MARIN,-0.132468,-78.478408, EUGENIO ESPEJO ,KENNEDY
IGLESIA NUESTRA SEÑORA DE LA MERCED,-0.218529,-78.513642, MANUELA SAENZ,CENTRO HISTORICO
IGLESIA SANTA RAFAELA,-0.245117,-78.535542,ELOY ALFARO,CHILIBULO
PARQUE TURUBAMBA DE MONJAS,-0.320255,-78.5634683,QUITUMBE,GUAMANI
PARQUE CENTRAL MARIANITA DE JESUS,-0.082593,-78.4180473,CALDERON,CALDERON
CASA COMUNAL 24 DE JUNIO,-0.056467,-78.428099,CALDERON,CALDERON
CANCHA PONCEANO,-0.103206,-78.487001, LA DELICIA ,PONCEANO
PARQUE DEL CONCEJO,-0.0799624,-78.5035628, LA DELICIA ,EL CONDADO
LIGA DEPORTIVA SAN RAFAEL DE COTOCOLLAO,-0.112935,-78.50524, LA DELICIA ,EL CONDADO
ESCUELA FE Y ALEGRIA,-0.232309,-78.528084,ELOY ALFARO,CHILIBULO
PARQUE ISLA PUNA,-0.0858451,-78.4493674,CALDERON,CALDERON
LIGA BARRIAL RANCHO SAN ANTONIO,-0.1019669,-78.5232725, LA DELICIA ,EL CONDADO
MERCADO LA BOTA,-0.116703,-78.4580024, LA DELICIA ,COMITE DEL PUEBLO
CENTRO DE SALUD SANTA CLARA DE MILLAN,-0.1895441,-78.5144766,LA MARISCAL,BELISARIO QUEVEDO
PARQUE PLAZAPAMBA,-0.2333803,-78.3813659, TUMBACO,TUMBACO
PARQUE OBRERO INDEPENDIENTE,-0.2501169,-78.4960271, MANUELA SAENZ,PUENGASI
COMITE PROMEJORAS ONCE DE MAYO,-0.3557583,-78.5394583,QUITUMBE,TURUBAMBA
MUSHUK KAWSAY,-0.353109,-78.558203,QUITUMBE,GUAMANI
ESCUELA CRISTOBAL COLON,-0.3678867,-78.3753337, LOS CHILLOS,PINTAG
ESTADIO DE CHICHE OBRAJE,-0.2038209,-78.363579, TUMBACO,PUEMBO
PLAZA CENTRAL SAN MIGUEL DEL COMUN,-0.0937414,-78.4114469,CALDERON,CALDERON
CANCHA DIAZ DE LA MADRID,-0.183886,-78.509783,LA MARISCAL,BELISARIO QUEVEDO
PARQUE JULIO MATOVELLE,-0.213615,-78.50805, MANUELA SAENZ,SAN JUAN
ESTADIO NANEGAL,0.1387939,-78.6786752,CHOCO ANDINO,NANEGAL
PLAZA BENALCAZAR,-0.2177847773,-78.5117797852, MANUELA SAENZ,CENTRO HISTORICO
ACCION POPULAR,-0.2538504,-78.4939089, MANUELA SAENZ,PUENGASI
PARQUE CORDILLERA DE COTOCOLLAO,-0.1268111,-78.5251169, LA DELICIA ,EL CONDADO
IGLESIA COCOTOG,-0.1376445,-78.426386,CALDERON,LLANO CHICO
PARQUE BORJA YEROVI,-0.2033,-78.4957,LA MARISCAL,MARISCAL SUCRE
MERCADO PIFO,-0.2247,-78.3369, TUMBACO,PIFO
CASA BARRIAL VALLES DEL SUR,-0.3155674,-78.5274424,QUITUMBE,QUITUMBE
CANCHAS DE LA ZONA 8,-0.1252777,-78.4661841, LA DELICIA ,COMITE DEL PUEBLO
PARQUE LA CURVA,-0.112187,-78.4601296, LA DELICIA ,COMITE DEL PUEBLO
IGLESIA DE SAN JOSE,-0.093247,-78.500413, LA DELICIA ,EL CONDADO
UPC GUAPULO,-0.201497,-78.476451, MANUELA SAENZ,ITCHIMBIA
CANCHA TOCTIUCO,-0.2074583,-78.5225122, MANUELA SAENZ,SAN JUAN
BELLAVISTA,-0.1913754,-78.4704, EUGENIO ESPEJO ,IÑAQUITO
TIERRA MIA,-0.339663,-78.5798845,QUITUMBE,GUAMANI
LIGA BARRIAL BELLAVISTA,-0.1903473,-78.4719126, EUGENIO ESPEJO ,IÑAQUITO
UPC SANTA BARBARA,-0.271822,-78.557877,ELOY ALFARO,LA MENA
BELLAVISTA,-0.188465,-78.471854, EUGENIO ESPEJO ,IÑAQUITO
PARQUE CENTRAL LA CAPILLA,-0.11454,-78.41247,CALDERON,CALDERON
CHECA,-0.128537,-78.308791, TUMBACO,CHECA
ESCUELA LUIS TUFIÑO,-0.09276,-78.4987165, LA DELICIA ,EL CONDADO
ESCUELA GENERAL NUMACURO,-0.2903772755,-78.505897522, LOS CHILLOS,CONOCOTO
CANCHA JARDIN DEL VALLE,-0.2280277,-78.4841095, MANUELA SAENZ,PUENGASI
PARQUE ORIENTE QUITEÑO,-0.278088,-78.514612,ELOY ALFARO,LA ARGELIA
PARQUE DE MARIANITAS,-0.082491,-78.4183014,CALDERON,CALDERON
CASA ADULTO MAYOR LOS CHILLOS,-0.291589,-78.47175, LOS CHILLOS,CONOCOTO
SAN MIGUEL DE ZAMBIZA,-0.149814,-78.435956, EUGENIO ESPEJO ,ZAMBIZA
ZAMBIZA,-0.148409,-78.442647, EUGENIO ESPEJO ,ZAMBIZA
PARQUE SANTA ISABEL,-0.338904,-78.486207, LOS CHILLOS,AMAGUAÑA
ECOVIA EL COMERCIO,-0.2718981,-78.5291373,ELOY ALFARO,SOLANDA
PARQUE EL CAMPING,-0.1228949,-78.3142152, TUMBACO,CHECA
CANCHA VIRGEN DEL CISNE,-0.2405192,-78.4816344, MANUELA SAENZ,PUENGASI
CANCHA SANTA ROSA DE CUMBAYA,-0.209361,-78.45722, TUMBACO,CUMBAYA
CASA COMUNAL EDEN DEL VALLE,-0.239861,-78.487572, MANUELA SAENZ,PUENGASI
CASA BARRIAL VISTA HERMOSA DEL SUR,-0.3051167,-78.5318767,QUITUMBE,QUITUMBE
PARQUE SAN JUAN CALDERON,-0.0635163,-78.4295068,CALDERON,CALDERON
BOULEVARD COCOTOG,-0.1385891,-78.4189277, EUGENIO ESPEJO ,ZAMBIZA
MIRADOR DE GUAPULO,-0.2013992,-78.4792061, MANUELA SAENZ,ITCHIMBIA
ESTADIO LIGA BARRIAL LA RUMIÑAHUI,-0.1235906,-78.4899877, EUGENIO ESPEJO ,KENNEDY
PARQUE FRANCISCO ATAHUALPA,-0.304366,-78.560475,QUITUMBE,LA ECUATORIANA
PARQUE PABLO HERRERA,-0.090058,-78.453095,CALDERON,CALDERON
BELLAVISTA,-0.191391,-78.471986, EUGENIO ESPEJO ,IÑAQUITO
PARQUE PABLO HERRERA,-0.0900202,-78.4538477,CALDERON,CALDERON
ESCUELA UNION SOVIETICA,-0.159534,-78.504046, EUGENIO ESPEJO ,COCHAPAMBA
MERCADO QUITO SUR,-0.2600351,-78.5310783,ELOY ALFARO,SAN BARTOLO
UNIDAD METROPOLITANA DE SALUD SUR,-0.2521155,-78.5168252,ELOY ALFARO,LA FERROVIARIA
NUEVOS HORIZONTES DE HUARCAY,-0.2947452,-78.5767073,QUITUMBE,LA ECUATORIANA
PARQUE ARCO IRIS,-0.0596645,-78.4172662,CALDERON,CALDERON
CASA COMUNAL,-0.0984775,-78.5027176, LA DELICIA ,EL CONDADO
BELLAVISTA,-0.190157,-78.471475, EUGENIO ESPEJO ,IÑAQUITO
TROLE PLAZA DEL TEATRO,-0.2187365592,-78.5088272095, MANUELA SAENZ,CENTRO HISTORICO
CANCHA SAN JUAN BAUTISTA,-0.2047119,-78.4493889, TUMBACO,CUMBAYA
CASA BARRIAL COMITE DEL PUEBLO,-0.118231,-78.463745, LA DELICIA ,COMITE DEL PUEBLO
CDI VELASCO,-0.102966,-78.512993, LA DELICIA ,EL CONDADO
LIGA LAS CASAS,-0.187596847,-78.508689,LA MARISCAL,BELISARIO QUEVEDO
PASAJE PUERTO BAQUERIZO MORENO,-0.086899,-78.449292,CALDERON,CALDERON
IGLESIA SANTA ROSA,-0.2907972,-78.4995902, LOS CHILLOS,CONOCOTO
PARQUE 23 DE JUNIO,-0.107073,-78.498638, LA DELICIA ,COTOCOLLAO
AREA VERDE DE LOS ALMENDROS,-0.113397,-78.465823, LA DELICIA ,COMITE DEL PUEBLO
PARQUE SANTA LUCIA DE LA ARGELIA,-0.280124,-78.527349,ELOY ALFARO,LA ARGELIA
LLANO CHICO,-0.127108,-78.4467417,CALDERON,LLANO CHICO
IGLESIA SAN JOSE MORAN,-0.0827203,-78.437039,CALDERON,CALDERON
PARQUE GUALO,-0.141651,-78.443068,CALDERON,LLANO CHICO
BELLAVISTA,-0.188919,-78.472409, EUGENIO ESPEJO ,IÑAQUITO
UPC FERROVIARIA MEDIA,-0.256772,-78.5146392,ELOY ALFARO,LA FERROVIARIA
CANCHA 9 DE DICIEMBRE,-0.2779622,-78.5765345,QUITUMBE,CHILLOGALLO
ECOVIA PACARILLACTA,-0.2923517,-78.5393633,QUITUMBE,QUITUMBE
ESCUELA NICOLAS GILLEN,-0.291138,-78.52839,ELOY ALFARO,LA ARGELIA
CASA BARRIAL SAN JOSE OBRERO,-0.30094,-78.535555,QUITUMBE,QUITUMBE
ECOVIA ORELLANA,-0.1994913,-78.4847316, EUGENIO ESPEJO ,IÑAQUITO
COLEGIO RUMANIA,-0.086292,-78.47132, LA DELICIA ,CARCELEN
BOULEVARD COCOTOG,-0.1384909,-78.415792,CALDERON,LLANO CHICO
CANCHAS MULTIPLES,-0.095202,-78.52696, LA DELICIA ,EL CONDADO
ESCUELA 24 DE MAYO DE GUALO,-0.138936,-78.439041,CALDERON,LLANO CHICO
CANCHA HEROES DE PAQUISHA,-0.3434493,-78.5623796,QUITUMBE,GUAMANI
UPC SAN FRANCISCO DE HUARCAY,-0.2955308,-78.5757592,QUITUMBE,LA ECUATORIANA
ESCUELA BARTOLOME DE LAS CASAS,-0.3728683,-78.484755, LOS CHILLOS,AMAGUAÑA
IGLESIA NUESTRA SEÑORA DE LA PAZ,-0.19471,-78.481075, EUGENIO ESPEJO ,IÑAQUITO
TROLE RECOLETA SUR,-0.2310935,-78.5136185, MANUELA SAENZ,CENTRO HISTORICO
PARQUE LA SALLANOS,-0.3236618,-78.4855416, LOS CHILLOS,AMAGUAÑA
CASA BARRIAL COLLAQUI,-0.176761,-78.397879, TUMBACO,TUMBACO
LA COMUNA,-0.179635,-78.5169531,LA MARISCAL,BELISARIO QUEVEDO
LOS ROSALES DE GUAMANI,-0.3553933,-78.5376633,QUITUMBE,TURUBAMBA
PLAZUELA QUISHUAR,-0.052835,-78.4631733, LA DELICIA ,POMASQUI
MERCADO AMERICA,-0.2096239,-78.5047835, MANUELA SAENZ,SAN JUAN
PARQUE NOBOA,-0.122599,-78.323442, TUMBACO,CHECA
CANCHA EL MANANTIAL,-0.0944377,-78.504598, LA DELICIA ,EL CONDADO
COLINAS DEL SUR,-0.3328551,-78.573319,QUITUMBE,GUAMANI
PARQUE LA COMPAÑIA DE GUAMANI,-0.3460467,-78.5646683,QUITUMBE,GUAMANI
CANCHA SAN LORENZO,-0.14884,-78.507786, EUGENIO ESPEJO ,COCHAPAMBA
PASAJE GIRON,-0.3421047,-78.5468239,QUITUMBE,TURUBAMBA
TROLE TURUBAMBA,-0.2786588,-78.5428311,ELOY ALFARO,SOLANDA
PARQUE RIO MIRA,-0.101932,-78.451805,CALDERON,CALDERON
"ESTADIO ""PATRICO ROMERO"" LLANO GRANDE",-0.1303,-78.4116,CALDERON,CALDERON
LA COMUNA,-0.182012,-78.515812,LA MARISCAL,BELISARIO QUEVEDO
PARQUE LUCIANO ANDRADE MARIN,-0.125322,-78.497612, LA DELICIA ,COTOCOLLAO
CANCHA EL CISNE,-0.3499,-78.5345,QUITUMBE,TURUBAMBA
AJAVI,-0.258301,-78.542861,ELOY ALFARO,SAN BARTOLO
PISCINA PIFO,-0.2230836,-78.3349542, TUMBACO,PIFO
PARQUE RUMIÑAHUI ALTA,-0.125975,-78.485645, EUGENIO ESPEJO ,KENNEDY
ESTADIO DE MANGAHUANTAG,-0.1727779,-78.3719421, TUMBACO,PUEMBO
AREA VERDE LA PLANICIE,-0.0790551,-78.4500261,CALDERON,CALDERON
LIGA BARRIAL EL CISNE,-0.1303135,-78.5118651, EUGENIO ESPEJO ,COCHAPAMBA
BELLAVISTA,-0.189749,-78.472266, EUGENIO ESPEJO ,IÑAQUITO
PARQUE BUENOS AIRES,-0.2376,-78.4779, MANUELA SAENZ,PUENGASI
PARQUE RIO CHOTA,-0.100047,-78.452958,CALDERON,CALDERON
ESCUELA GLEN SIDE FE Y ALEGRIA,-0.3347467,-78.38376, LOS CHILLOS,PINTAG
PARQUE DE LA D9,-0.0900718,-78.4493187,CALDERON,CALDERON
PARQUE JULIO MATOVELLE,-0.2858519,-78.5631663,QUITUMBE,CHILLOGALLO
PARQUE EL HERALDO,-0.1727721,-78.4780449, EUGENIO ESPEJO ,IÑAQUITO
CASA BARRIAL SAN JOSE,-0.1640689,-78.3074663, TUMBACO,YARUQUI
ESTADIO GUANGOPOLO,-0.2578571,-78.4501551, LOS CHILLOS,GUANGOPOLO
MIRANDA,-0.334019,-78.4825, LOS CHILLOS,AMAGUAÑA
CASA BARRIAL SEÑOR DE LA BUENA ESPERANZA,-0.3037783,-78.5327383,QUITUMBE,QUITUMBE
PARQUE BOSQUES DE CALDERON,-0.097134,-78.4358,CALDERON,CALDERON
CAPILLA DE BARRIO CUBA,-0.0630267,-78.4685813, LA DELICIA ,POMASQUI
CANCHA NUEVOS HORIZONTES,-0.3055575,-78.5270659,QUITUMBE,QUITUMBE
PARQUE RIO PANGOR,-0.0991275,-78.4543541,CALDERON,CALDERON
CANCHA COTOCOLLAO,-0.121521,-78.518156, LA DELICIA ,EL CONDADO
PARQUE SAN JOSE DE MONJAS,-0.2310287,-78.4925023, MANUELA SAENZ,PUENGASI
ESCALINATA LA OFELIA,-0.1085092,-78.4859038, LA DELICIA ,PONCEANO
CANCHAS LAS CUADRAS,-0.277919,-78.549631,ELOY ALFARO,SOLANDA
SANTA TERESITA DEL VALLE,-0.265549,-78.501235, LOS CHILLOS,CONOCOTO
CANCHAS FERROVIARIA ALTA,-0.263233,-78.517139,ELOY ALFARO,LA FERROVIARIA
AMAGUAÑA,-0.3468066156,-78.4816818237, LOS CHILLOS,AMAGUAÑA
COMUNA SANTA ANITA,-0.0985561,-78.4047037,CALDERON,CALDERON
PARQUE EL DEAN BAJO,-0.324211,-78.471825, LOS CHILLOS,CONOCOTO
ECOVIA GUAJALO,-0.2877455,-78.5378995,ELOY ALFARO,LA ARGELIA
BELLAVISTA,-0.1899601,-78.469957, EUGENIO ESPEJO ,IÑAQUITO
PARQUE NICARAGUA,-0.207542,-78.509315, MANUELA SAENZ,SAN JUAN
CASA BARRIAL ANDALUZ,-0.2851482,-78.4828827, LOS CHILLOS,CONOCOTO
TROLE EL CALZADO,-0.2583972,-78.5261386,ELOY ALFARO,SAN BARTOLO
ESTADIO DE CONOCOTO,-0.3022511,-78.4904493, LOS CHILLOS,CONOCOTO
LIGA BARRIAL LAS MARIAS,-0.2190866,-78.4114411, TUMBACO,TUMBACO
YARUQUI,-0.1623933,-78.3155165, TUMBACO,YARUQUI
CANCHA VALLE VERDE,-0.322635,-78.5572933,QUITUMBE,GUAMANI
LIGA BARRIAL COTOCOLLAO,-0.125507,-78.5225344, LA DELICIA ,EL CONDADO
ESTADIO PINTAG,-0.3727017,-78.3731733, LOS CHILLOS,PINTAG
PARQUE SAN PEDRO DEL VALLE,-0.1727223,-78.4236116, EUGENIO ESPEJO ,NAYON
UPC CHAGUARQUINGO,-0.247341,-78.507258,ELOY ALFARO,CHIMBACALLE
LIGA BARRIAL PORTAL DE CARAPUNGO,-0.0847724,-78.4495834,CALDERON,CALDERON
COLINAS DEL NORTE,-0.098895,-78.515998, LA DELICIA ,EL CONDADO
CASA SOMOS ROLDOS PISULI,-0.0845389,-78.5095862, LA DELICIA ,EL CONDADO
CENTRO DE SALUD SAN VICENTE DE LAS CASAS,-0.1795046,-78.5142239,LA MARISCAL,BELISARIO QUEVEDO
PARQUE DE YARUQUI,-0.162236,-78.318122, TUMBACO,YARUQUI
SAN JOSE DE POMASQUI,-0.0609116,-78.4644391, LA DELICIA ,POMASQUI
LIGA BELLAVISTA DE CALDERON,-0.0666244,-78.4162428,CALDERON,CALDERON
IGLESIA LA PULIDA,-0.14032,-78.507466, EUGENIO ESPEJO ,COCHAPAMBA
CENTRO DE SALUD FRAY BARTOLOME DE LAS CASAS,-0.1897411,-78.5070864,LA MARISCAL,BELISARIO QUEVEDO
UNIDAD EDUCATIVA JACINTO JIJON,-0.3749038577,-78.5035095215, LOS CHILLOS,AMAGUAÑA
CANCHA ANDROMEDA,-0.203334,-78.327634, TUMBACO,YARUQUI
UPC SAN BARTOLO,-0.269314,-78.529326,ELOY ALFARO,SAN BARTOLO
CLEMENTE YEROVI,-0.126025,-78.452072,CALDERON,LLANO CHICO
ESCUELA FISCAL MIXTA GENERAL DANIEL O'LEARY,-0.2175,-78.5264, MANUELA SAENZ,LA LIBERTAD
SAN CARLOS DEL SUR,-0.303595,-78.53374,QUITUMBE,QUITUMBE
PATIO DE COMIDAS EL GUAMBRA,-0.2057942,-78.4995586,LA MARISCAL,BELISARIO QUEVEDO
PARQUE PISULI,-0.0897,-78.5163, LA DELICIA ,EL CONDADO
PARQUE EDEN DEL VALLE,-0.2396435,-78.4917036, MANUELA SAENZ,PUENGASI
PARQUE LA LIBERTAD,-0.229311,-78.52358, MANUELA SAENZ,LA LIBERTAD
ECOVIA SAN CRISTOBAL,-0.2827195,-78.5349482,ELOY ALFARO,LA ARGELIA
CANCHAS SAN JOSE OBRERO,-0.1178394,-78.5182979, LA DELICIA ,EL CONDADO
SANTA TERESITA DE MIRAVALLE,-0.273455,-78.503112, LOS CHILLOS,CONOCOTO
PARQUE GUACHALA,-0.2295447,-78.4819415, MANUELA SAENZ,PUENGASI
PARQUE JOSE NAVARRO,-0.2127799,-78.4846764, MANUELA SAENZ,ITCHIMBIA
UPC TURUBAMBA ALTO,-0.277254,-78.544446,ELOY ALFARO,SOLANDA
CANCHA LA FLORENCIA,-0.347627,-78.552696,QUITUMBE,GUAMANI
ECOVIA JIPIJAPA,-0.1648373,-78.4754309, EUGENIO ESPEJO ,JIPIJAPA
SAN PABLO,-0.221364,-78.485234, MANUELA SAENZ,ITCHIMBIA
PARQUE ARROYO DEL RIO,-0.091997,-78.4487769,CALDERON,CALDERON
UNIDAD EDUCATIVA PEDRO LUIS CALERO,-0.148605,-78.442012, EUGENIO ESPEJO ,ZAMBIZA
COLEGIO LUIS ENRIQUE RAZA BOLAÑOS,-0.30006,-78.5249233,QUITUMBE,QUITUMBE
LA TOLA,-0.22604,-78.5058967, MANUELA SAENZ,ITCHIMBIA
ESCUELA ENMA VACA,-0.3191063,-78.5270252,QUITUMBE,TURUBAMBA
LIGA BARRIAL AMAGUAÑA,-0.37725,-78.5051, LOS CHILLOS,AMAGUAÑA
PARQUE 17 DE JULIO,-0.257249,-78.51599,ELOY ALFARO,LA FERROVIARIA
LIGA BARRIAL EUGENIO ESPEJO,-0.267185,-78.558433,ELOY ALFARO,LA MENA
